42,04/01/2023,C,BBXS3,3853,71.75,4641
43,11/01/2023,C,ABXV3,2186,52.45,4650
44,07/01/2023,V,ABXV3,1264,9.87,4590
45,21/01/2023,C,VAXE3,3181,35.58,4679
46,12/01/2023,V,REXT3,2478,5.33,4660
47,26/01/2023,V,REXT3,3445,53.99,4676
48,21/01/2023,C,PEXR3,1300,24.48,4588
49,15/01/2023,V,VAXE3,1261,34.93,4675
50,27/01/2023,V,VAXE3,1042,68.02,4550
51,04/01/2023,C,REXT3,2042,96.57,4544
52,13/01/2023,V,PEXR4,1170,29.07,4646
53,23/01/2023,C,GGXR4,3394,83.04,4618
54,13/01/2023,C,GGXR4,2353,43.51,4619
55,10/01/2023,C,ABXV3,489,46.6,4540
56,02/01/2023,C,PEXR3,3607,61.83,4643
57,07/01/2023,C,REXT3,3852,66.39,4588
58,02/01/2023,V,BBXC4,3202,10.42,4517
59,28/01/2023,C,REXT3,3469,88.44,4599
60,24/01/2023,V,PEXR4,1552,26.29,4629
61,12/01/2023,V,ITXB4,2420,91.55,4627
62,26/01/2023,V,GGXR4,286,52.13,4518
63,25/01/2023,C,REXT3,1923,68.02,4663
64,12/01/2023,C,GGXR4,3340,2.26,4604
65,25/01/2023,C,GGXR4,389,94.87,4663
66,21/01/2023,V,BBXS3,2718,17.45,4698
67,16/01/2023,C,MGXU3,1756,2.11,4597
68,06/01/2023,C,BBXC4,3947,40.29,4685
69,12/01/2023,C,BBXC4,2404,51.69,4514
70,19/01/2023,C,BBXC4,2000,49.27,4554
71,28/01/2023,V,ITXB4,2311,35.45,4672
72,03/01/2023,C,ABXV3,497,92.59,4586
73,16/01/2023,V,BBXC4,3622,30.74,4696
74,04/01/2023,V,BBXC4,1047,32.77,4621
75,20/01/2023,V,ITXB4,1042,53.12,4653
76,16/01/2023,V,ABXV3,3562,24.09,4617
77,25/01/2023,C,ABXV3,1466,88,4548
78,15/01/2023,V,GGXR4,2081,98.8,4620
79,09/01/2023,V,PEXR4,1214,22.62,4567
80,09/01/2023,V,MGXU3,1738,80.96,4501
81,13/01/2023,C,BBXC4,2599,45.06,4545
82,29/01/2023,V,ITXB4,1452,77.24,4664
83,12/01/2023,C,VAXE3,1063,22.53,4605
84,13/01/2023,C,BBXC4,2093,91.39,4527
85,31/01/2023,V,BBXC4,2907,15.66,4533
86,30/01/2023,C,GGXR4,1284,73.22,4634
87,17/01/2023,V,PEXR3,3863,99.99,4645
88,11/01/2023,C,ABXV3,2982,80.98,4558
89,07/01/2023,V,VAXE3,2399,96.41,4525
90,01/01/2023,V,BBXS3,1008,81.31,4590
91,02/01/2023,V,PEXR4,979,87.82,4663
92,26/01/2023,V,PEXR3,2933,24.76,4566
93,26/01/2023,V,ABXV3,263,33.83,4637
94,14/01/2023,C,BBXS3,3714,11.71,4635
95,04/01/2023,C,BBXS3,3805,29.97,4643
96,05/01/2023,V,PEXR4,2361,58.7,4540
97,02/01/2023,C,VAXE3,1773,2.18,4532
98,22/01/2023,V,ITXB4,2488,48.63,4600
99,05/01/2023,V,ITXB4,717,13.44,4681
100,23/01/2023,V,BBXC4,305,17.57,4536
101,20/01/2023,V,ABXV3,565,1.65,4617
102,12/01/2023,V,ABXV3,3141,11.14,4546
103,02/01/2023,C,REXT3,2538,70.23,4629
104,19/01/2023,C,BBXS3,2903,82.1,4676
105,22/01/2023,C,ITXB4,2374,32.01,4632
106,24/01/2023,C,MGXU3,1386,2.42,4512
107,20/01/2023,C,BBXS3,1190,96.77,4505
108,12/01/2023,V,PEXR4,2190,50.71,4551
109,16/01/2023,V,BBXC4,1153,88.83,4520
110,17/01/2023,C,ABXV3,569,20.96,4677
111,30/01/2023,V,PEXR3,1983,72.28,4648
112,15/01/2023,C,GGXR4,1613,66.03,4522
113,16/01/2023,C,ITXB4,1830,85.24,4504
114,11/01/2023,C,BBXS3,1573,6.92,4652
115,03/01/2023,C,GGXR4,2595,78.68,4638
116,06/01/2023,C,ABXV3,810,13.75,4517
117,06/01/2023,V,BBXC4,2865,28.04,4667
118,04/01/2023,C,PEXR3,3472,74.07,4691
119,04/01/2023,V,PEXR4,275,84.04,4625
120,18/01/2023,V,PEXR3,2748,19.09,4583
121,27/01/2023,C,MGXU3,2497,15.9,4607
122,28/01/2023,C,MGXU3,2416,19.57,4594
123,22/01/2023,V,ITXB4,1390,41.33,4514
124,02/01/2023,V,BBXC4,1238,68.82,4678
125,09/01/2023,V,PEXR3,864,60.89,4645
126,25/01/2023,C,ABXV3,3020,9.14,4660
127,31/01/2023,V,BBXS3,3876,57.2,4503
128,25/01/2023,C,BBXC4,3550,17.47,4615
129,22/01/2023,V,REXT3,885,99.24,4532
130,07/01/2023,C,BBXS3,2324,92.87,4667
131,06/01/2023,V,REXT3,1632,21.35,4639
132,27/01/2023,V,GGXR4,2620,37.81,4502
133,02/01/2023,V,REXT3,1207,83.81,4693
134,10/01/2023,C,MGXU3,751,4.49,4586
135,12/01/2023,C,MGXU3,1015,77.75,4638
136,24/01/2023,C,BBXC4,3101,32.36,4554
137,20/01/2023,V,REXT3,2556,5.46,4590
138,17/01/2023,V,VAXE3,1803,37.87,4684
139,14/01/2023,V,ITXB4,3362,58.82,4649
140,30/01/2023,V,GGXR4,1363,11.68,4575
141,01/01/2023,C,BBXS3,3736,74.89,4684
142,29/01/2023,V,BBXS3,1516,47.72,4649
143,17/01/2023,V,BBXC4,1671,90.59,4592
144,13/01/2023,C,PEXR4,1673,74.89,4602
145,25/01/2023,C,GGXR4,2668,7.48,4696
146,10/01/2023,V,BBXC4,3008,20.23,4696
147,02/01/2023,V,BBXS3,945,37.96,4615
148,07/01/2023,V,PEXR3,2333,25.35,4539
149,03/01/2023,C,PEXR3,961,31.47,4551
150,22/01/2023,C,BBXS3,2837,15.66,4680
151,23/01/2023,V,BBXS3,3138,27.1,4627
152,21/01/2023,C,PEXR4,1943,25.55,4595
153,10/01/2023,C,GGXR4,2055,61.03,4530
154,10/01/2023,C,PEXR3,1611,91.79,4653
155,19/01/2023,C,GGXR4,1450,99.11,4683
156,15/01/2023,C,PEXR4,1791,80.52,4578
157,12/01/2023,C,BBXS3,1593,68.26,4586
158,23/01/2023,V,ABXV3,1143,99.85,4506
159,01/01/2023,V,GGXR4,1881,21.66,4585
160,19/01/2023,C,ITXB4,2996,22.32,4526
161,16/01/2023,V,MGXU3,1152,43.66,4563
162,18/01/2023,C,PEXR4,1282,78.74,4644
163,12/01/2023,C,REXT3,1147,48.92,4572
164,02/01/2023,C,REXT3,2472,93.4,4607
165,04/01/2023,V,VAXE3,2579,96.05,4593
166,27/01/2023,C,PEXR4,3005,33.9,4500
167,06/01/2023,C,ITXB4,249,80.66,4583
168,29/01/2023,C,BBXC4,921,79.19,4673
169,22/01/2023,C,ITXB4,400,27.62,4568
170,02/01/2023,V,PEXR4,3137,44.76,4639
171,09/01/2023,C,PEXR4,1897,5.74,4682
172,12/01/2023,C,ABXV3,904,89.61,4538
173,12/01/2023,V,BBXS3,3752,14.69,4597
174,28/01/2023,V,BBXC4,2555,72.8,4604
175,09/01/2023,V,ITXB4,2655,43.64,4654
176,21/01/2023,V,GGXR4,824,65.62,4512
177,03/01/2023,V,ITXB4,588,27.42,4556
178,01/01/2023,V,GGXR4,3359,64.88,4666
179,31/01/2023,V,GGXR4,2212,59.79,4536
180,23/01/2023,V,REXT3,1499,38.1,4503
181,15/01/2023,C,ITXB4,1917,69.62,4599
182,16/01/2023,C,GGXR4,1386,31.3,4518
183,14/01/2023,C,VAXE3,2432,83.44,4619
184,24/01/2023,V,MGXU3,1691,82.02,4607
185,07/01/2023,V,ABXV3,2827,63.21,4595
186,07/01/2023,V,PEXR4,3332,93.24,4598
187,09/01/2023,V,BBXS3,408,73.23,4527
188,14/01/2023,C,BBXC4,3238,90.47,4595
189,14/01/2023,V,BBXS3,2943,2.83,4656
190,21/01/2023,C,VAXE3,2867,94.67,4615
191,04/01/2023,C,REXT3,1350,62.54,4522
192,20/01/2023,V,REXT3,1255,4.05,4638
193,07/01/2023,C,REXT3,3564,14.65,4653
194,18/01/2023,V,ABXV3,209,34.95,4677
195,06/01/2023,V,PEXR3,3853,66.46,4567
196,06/01/2023,V,BBXC4,2296,93.6,4594
197,08/01/2023,V,ITXB4,211,96.25,4631
198,08/01/2023,V,BBXS3,2841,94.63,4540
199,01/01/2023,V,BBXS3,2736,75.28,4564
200,22/01/2023,C,VAXE3,3305,71.02,4550
201,27/01/2023,V,PEXR4,2601,37.01,4667
202,27/01/2023,V,VAXE3,3667,54.21,4696
203,09/01/2023,V,BBXS3,1775,95.18,4526
204,24/01/2023,V,GGXR4,1467,84.16,4666
205,04/01/2023,C,REXT3,782,8.36,4553
206,03/01/2023,V,GGXR4,2076,36.93,4643
207,01/01/2023,V,VAXE3,1833,9.31,4553
208,04/01/2023,V,PEXR4,3143,87.67,4680
209,25/01/2023,V,BBXS3,2599,46.59,4553
210,20/01/2023,C,ABXV3,469,33.93,4525
211,04/01/2023,C,PEXR3,1046,51.54,4576
212,03/01/2023,V,ABXV3,1877,2.82,4674
213,15/01/2023,C,ITXB4,2573,38.5,4524
214,02/01/2023,C,ITXB4,225,81,4636
215,27/01/2023,C,ABXV3,921,50.14,4681
216,23/01/2023,V,BBXS3,3409,10.81,4599
217,27/01/2023,C,ABXV3,2493,92.74,4580
218,11/01/2023,V,ABXV3,3099,63.33,4520
219,18/01/2023,V,BBXC4,3287,28.64,4566
220,19/01/2023,V,PEXR3,2890,1.26,4549
221,10/01/2023,C,VAXE3,2440,58.12,4528
222,15/01/2023,C,MGXU3,653,87.64,4542
223,08/01/2023,V,REXT3,1620,76.8,4571
224,24/01/2023,C,MGXU3,1176,30.39,4507
225,21/01/2023,V,MGXU3,1629,79.66,4671
226,12/01/2023,V,MGXU3,484,99.13,4598
227,28/01/2023,C,VAXE3,983,73.4,4639
228,17/01/2023,C,BBXS3,3386,77.18,4674
229,14/01/2023,V,VAXE3,2344,4.78,4591
230,26/01/2023,C,REXT3,202,47.49,4614
231,05/01/2023,V,REXT3,455,66.82,4636
232,18/01/2023,V,PEXR4,1389,30.23,4570
233,23/01/2023,C,BBXS3,465,85.04,4656
234,02/01/2023,V,PEXR4,2550,85.21,4540
235,19/01/2023,C,PEXR4,2540,98.53,4591
236,11/01/2023,V,GGXR4,1893,13.85,4657
237,30/01/2023,C,BBXS3,3254,33.56,4547
238,14/01/2023,V,REXT3,807,96.72,4507
239,12/01/2023,V,PEXR3,751,73.1,4608
240,27/01/2023,V,ITXB4,594,25.72,4506
241,30/01/2023,V,BBXS3,1341,83.37,4599
242,28/01/2023,V,REXT3,907,84,4601
243,13/01/2023,V,BBXC4,482,42.32,4596
244,16/01/2023,V,BBXS3,2317,67.34,4685
245,09/01/2023,V,VAXE3,1663,41.56,4593
246,24/01/2023,V,REXT3,3116,58.16,4602
247,28/01/2023,V,VAXE3,2324,63.99,4668
248,29/01/2023,C,VAXE3,3181,32.1,4571
249,14/01/2023,V,ABXV3,2930,82.25,4550
250,06/01/2023,C,ITXB4,287,54.1,4523
251,02/01/2023,V,BBXC4,3445,98.29,4568
252,20/01/2023,C,PEXR4,755,32.35,4665
253,13/01/2023,V,PEXR4,3197,64.44,4528
254,05/01/2023,C,MGXU3,3489,72.46,4569
255,04/01/2023,V,ABXV3,707,11.34,4576
256,04/01/2023,V,REXT3,1790,48.82,4679
257,12/01/2023,C,GGXR4,1889,76.85,4680
258,08/01/2023,V,ITXB4,441,63.23,4573
259,25/01/2023,C,ABXV3,3481,3.94,4549
260,15/01/2023,V,GGXR4,3940,6.68,4509
261,29/01/2023,V,VAXE3,936,60.97,4558
262,06/01/2023,V,BBXC4,2090,29.57,4634
263,13/01/2023,C,GGXR4,642,81.33,4643
264,22/01/2023,C,PEXR4,2239,96.54,4693
265,07/01/2023,C,VAXE3,3657,64.55,4644
266,09/01/2023,C,MGXU3,3299,20.76,4560
267,03/01/2023,V,PEXR3,1254,14.23,4572
268,05/01/2023,C,BBXS3,3665,50.74,4539
269,05/01/2023,V,GGXR4,1328,79.91,4599
270,08/01/2023,C,ITXB4,2671,35.73,4578
271,16/01/2023,C,ABXV3,3797,74.69,4606
272,05/01/2023,V,VAXE3,1528,93.46,4627
273,23/01/2023,C,GGXR4,2190,88.68,4666
274,14/01/2023,C,PEXR4,2536,1.36,4615
275,12/01/2023,V,ITXB4,1391,15.33,4505
276,05/01/2023,C,GGXR4,1376,73.56,4681
277,25/01/2023,V,ITXB4,3814,43.76,4501
278,14/01/2023,V,MGXU3,2946,7.91,4640
279,07/01/2023,V,PEXR4,3155,86.27,4668
280,21/01/2023,C,ITXB4,2155,20.93,4623
281,07/01/2023,C,PEXR4,1803,35.58,4685
282,22/01/2023,C,ABXV3,1444,39.75,4623
283,27/01/2023,V,BBXS3,298,93.38,4678
284,31/01/2023,V,PEXR4,1899,48.12,4623
285,15/01/2023,V,PEXR3,399,47.64,4600
286,08/01/2023,V,PEXR4,3343,32.91,4525
287,28/01/2023,C,ABXV3,1834,63.24,4597
288,10/01/2023,C,ITXB4,618,11.02,4642
289,21/01/2023,C,PEXR4,1686,72.31,4518
290,07/01/2023,C,MGXU3,592,49.15,4666
291,22/01/2023,V,ABXV3,3647,34.44,4532
292,14/01/2023,V,REXT3,2655,68.78,4528
293,11/01/2023,V,BBXC4,969,92.22,4512
294,20/01/2023,C,PEXR4,454,65.87,4654
295,21/01/2023,C,BBXS3,3300,62.19,4502
296,15/01/2023,C,VAXE3,2894,53.24,4519
297,06/01/2023,V,GGXR4,3908,99.11,4512
298,13/01/2023,V,PEXR4,1885,44.22,4657
299,01/01/2023,V,BBXC4,2303,1.23,4595
300,23/01/2023,V,MGXU3,2007,20.25,4588
301,13/01/2023,C,BBXC4,1704,42.38,4584
302,15/01/2023,C,BBXC4,2301,11.7,4683
303,15/01/2023,C,REXT3,1696,50.63,4526
304,28/01/2023,V,MGXU3,3902,46.96,4527
305,14/01/2023,V,ITXB4,3932,78.85,4671
306,20/01/2023,C,ITXB4,1759,3.27,4696
307,20/01/2023,V,VAXE3,2207,42.12,4553
308,22/01/2023,V,ABXV3,504,62.52,4668
309,15/01/2023,V,BBXC4,1940,55.57,4619
310,22/01/2023,V,PEXR4,2973,36.23,4649
311,02/01/2023,V,VAXE3,1619,3.5,4532
312,20/01/2023,V,PEXR3,2585,67.39,4594
313,24/01/2023,V,BBXS3,929,74.4,4659
314,28/01/2023,V,GGXR4,1168,80.45,4680
315,31/01/2023,C,BBXC4,1980,69.54,4578
316,30/01/2023,V,PEXR4,3134,20.67,4690
317,03/01/2023,C,REXT3,1634,33.63,4510
318,06/01/2023,V,REXT3,2385,31.65,4575
319,30/01/2023,V,ITXB4,1682,48.35,4647
320,23/01/2023,V,ABXV3,3956,31.08,4673
321,04/01/2023,C,MGXU3,1308,55.96,4517
322,16/01/2023,V,BBXS3,478,1.65,4685
323,07/01/2023,C,REXT3,1822,75.87,4575
324,21/01/2023,C,PEXR3,578,29.2,4687
325,09/01/2023,C,ITXB4,2666,98.73,4601
326,24/01/2023,V,VAXE3,985,4.35,4632
327,17/01/2023,C,GGXR4,401,99.68,4669
328,26/01/2023,C,BBXC4,1579,21.25,4566
329,16/01/2023,C,VAXE3,2878,36.61,4667
330,20/01/2023,V,BBXS3,2140,60.53,4539
331,22/01/2023,V,ABXV3,1111,71.9,4523
332,04/01/2023,V,BBXS3,1771,97.98,4598
333,05/01/2023,C,PEXR3,486,4.12,4599
334,07/01/2023,V,MGXU3,991,65.46,4635
335,31/01/2023,C,MGXU3,293,76,4593
336,15/01/2023,C,BBXS3,3144,22.33,4555
337,30/01/2023,C,VAXE3,3390,86.56,4651
338,21/01/2023,C,ITXB4,3839,45.86,4505
339,09/01/2023,V,PEXR3,1610,67.72,4506
340,19/01/2023,V,BBXS3,2282,42.81,4659
341,10/01/2023,C,BBXS3,978,88.23,4526
342,29/01/2023,V,ABXV3,1173,98.15,4683
343,18/01/2023,V,MGXU3,2320,53.89,4577
344,22/01/2023,C,ABXV3,2355,34.53,4623
345,28/01/2023,C,PEXR4,2615,44.1,4688
346,25/01/2023,V,ABXV3,904,64.49,4692
347,14/01/2023,C,MGXU3,1568,90.82,4624
348,07/01/2023,C,MGXU3,3444,10.22,4587
349,12/01/2023,C,GGXR4,2116,93.77,4630
350,14/01/2023,V,BBXC4,3808,41.97,4566
351,05/01/2023,C,MGXU3,1102,18.06,4563
352,24/01/2023,V,ITXB4,1365,66.9,4692
353,07/01/2023,V,PEXR3,3845,93.31,4565
354,01/01/2023,C,BBXC4,1989,68.59,4676
355,11/01/2023,C,ABXV3,541,62.73,4625
356,20/01/2023,V,REXT3,1068,39.17,4654
357,31/01/2023,C,BBXS3,321,33.27,4663
358,17/01/2023,V,BBXC4,960,20.86,4593
359,11/01/2023,V,BBXC4,1078,45.67,4680
360,13/01/2023,C,GGXR4,2789,71.94,4593
361,26/01/2023,V,PEXR4,1200,2.03,4582
362,17/01/2023,V,BBXS3,470,19.31,4541
363,30/01/2023,V,REXT3,1268,24.36,4555
364,18/01/2023,V,REXT3,3443,93.48,4633
365,23/01/2023,C,PEXR4,1705,63.77,4680
366,21/01/2023,V,BBXC4,3490,3.96,4689
367,07/01/2023,V,BBXS3,1941,61.71,4549
368,08/01/2023,C,ITXB4,3580,8.38,4579
369,19/01/2023,V,PEXR3,718,3.9,4641
370,08/01/2023,C,REXT3,2478,45.65,4577
371,24/01/2023,V,BBXS3,3386,31.55,4593
372,04/01/2023,C,VAXE3,1437,85.21,4559
373,19/01/2023,C,BBXC4,618,61.38,4623
374,03/01/2023,C,PEXR4,3042,4.98,4543
375,04/01/2023,V,PEXR3,2821,40.3,4501
376,30/01/2023,V,MGXU3,3777,54.25,4589
377,21/01/2023,C,ITXB4,1800,45.2,4661
378,08/01/2023,C,BBXC4,3109,39.79,4506
379,16/01/2023,C,GGXR4,1605,82.55,4553
380,07/01/2023,C,ITXB4,1604,32.68,4663
381,02/01/2023,V,REXT3,3059,11.98,4563
382,03/01/2023,V,PEXR3,600,87.91,4636
383,06/01/2023,C,GGXR4,3105,25.92,4691
384,25/01/2023,V,BBXS3,2712,92.08,4655
385,07/01/2023,C,PEXR3,880,40.92,4530
386,21/01/2023,C,GGXR4,3388,3.44,4586
387,20/01/2023,V,GGXR4,1568,2.11,4587
388,27/01/2023,C,REXT3,2140,34.97,4677
389,20/01/2023,V,MGXU3,292,1.17,4564
390,04/01/2023,V,ITXB4,2867,34.27,4694
391,06/01/2023,C,ABXV3,2665,87.5,4647
392,05/01/2023,V,ABXV3,2273,65.14,4612
393,02/01/2023,V,MGXU3,2603,97.63,4579
394,20/01/2023,V,PEXR4,2463,93.22,4668
395,16/01/2023,C,REXT3,924,38.22,4631
396,16/01/2023,V,PEXR3,350,67.36,4540
397,22/01/2023,C,VAXE3,3548,72.24,4682
398,22/01/2023,C,ABXV3,2520,58.85,4698
399,22/01/2023,C,GGXR4,492,69.2,4697
400,30/01/2023,V,GGXR4,2767,39.58,4553
401,10/01/2023,V,ABXV3,2606,1.22,4697
402,29/01/2023,V,BBXC4,1630,81.88,4599
403,10/01/2023,V,REXT3,2568,5.76,4500
404,26/01/2023,C,PEXR3,3281,47.56,4607
405,13/01/2023,C,REXT3,264,9.86,4527
406,24/01/2023,C,PEXR4,3308,30.28,4558
407,27/01/2023,C,MGXU3,590,3.96,4623
408,27/01/2023,V,GGXR4,645,87.77,4576
409,20/01/2023,V,VAXE3,2810,26.73,4530
410,04/01/2023,C,PEXR4,407,6.92,4590
411,22/01/2023,V,PEXR4,2910,91.41,4547
412,15/01/2023,C,PEXR4,855,90.92,4510
413,24/01/2023,V,MGXU3,2997,35.76,4594
414,28/01/2023,V,PEXR4,3116,12.43,4571
415,02/01/2023,C,PEXR3,3373,58.4,4585
416,15/01/2023,V,ITXB4,443,12.57,4500
417,03/01/2023,V,PEXR3,1007,91.84,4604
418,28/01/2023,C,MGXU3,2198,29.72,4655
419,03/01/2023,V,BBXC4,2405,51.01,4657
420,25/01/2023,C,BBXC4,1960,58.77,4649
421,24/01/2023,V,MGXU3,1765,99.29,4656
422,03/01/2023,V,PEXR4,3444,26.19,4627
423,11/01/2023,C,BBXC4,3131,5.66,4569
424,08/01/2023,V,ABXV3,1493,66.07,4501
425,25/01/2023,V,REXT3,3455,55.59,4684
426,11/01/2023,C,BBXS3,956,63.85,4535
427,25/01/2023,C,GGXR4,2476,85.02,4534
428,23/01/2023,C,ITXB4,1797,65.6,4509
429,10/01/2023,C,MGXU3,1961,64.21,4666
430,11/01/2023,C,ABXV3,2313,70.39,4516
431,30/01/2023,V,PEXR4,3872,79.46,4661
432,22/01/2023,V,ITXB4,2923,84.79,4517
433,09/01/2023,V,GGXR4,2459,68.03,4564
434,09/01/2023,C,BBXS3,2481,41.42,4554
435,19/01/2023,V,ITXB4,2641,29.9,4521
436,28/01/2023,C,PEXR3,1271,28.54,4517
437,15/01/2023,C,REXT3,1674,80.59,4690
438,03/01/2023,V,REXT3,3467,76.8,4639
439,04/01/2023,V,PEXR4,2291,82.66,4682
440,07/01/2023,C,BBXS3,1215,8.08,4526
441,17/01/2023,C,PEXR3,2640,97.92,4517
442,16/01/2023,C,PEXR3,765,12.78,4565
443,30/01/2023,V,ITXB4,2972,7.68,4501
444,08/01/2023,V,VAXE3,3527,92.69,4528
445,05/01/2023,C,GGXR4,3599,40.29,4501
446,14/01/2023,V,MGXU3,1653,94.02,4691
447,04/01/2023,C,PEXR4,2918,28.83,4573
448,28/01/2023,V,VAXE3,3129,83.64,4562
449,09/01/2023,V,ITXB4,2732,33.26,4637
450,24/01/2023,V,VAXE3,324,24.09,4686
451,05/01/2023,C,ABXV3,2985,73.96,4690
452,17/01/2023,C,GGXR4,1192,41.96,4582
453,11/01/2023,V,BBXC4,3758,5.29,4595
454,21/01/2023,C,ITXB4,2175,8.87,4603
455,29/01/2023,C,ITXB4,845,38.73,4652
456,31/01/2023,C,MGXU3,2804,73.48,4624
457,10/01/2023,V,ABXV3,2141,73.66,4585
458,26/01/2023,C,REXT3,918,36.13,4553
459,25/01/2023,V,BBXC4,3468,88.41,4677
460,26/01/2023,C,MGXU3,2950,43.46,4546
461,21/01/2023,C,BBXC4,674,42.7,4578
462,27/01/2023,V,BBXC4,2435,35.8,4668
463,09/01/2023,V,ABXV3,2327,22,4665
464,01/01/2023,C,VAXE3,340,53.79,4568
465,27/01/2023,C,ABXV3,3978,24.91,4684
466,23/01/2023,C,PEXR3,3630,5.06,4584
467,30/01/2023,V,BBXC4,2038,21.33,4501
468,07/01/2023,V,GGXR4,359,91.78,4594
469,31/01/2023,V,ABXV3,318,81.97,4605
470,29/01/2023,C,ABXV3,1944,29.31,4621
471,22/01/2023,V,REXT3,2411,29.42,4564
472,23/01/2023,C,VAXE3,1183,14.48,4520
473,16/01/2023,V,VAXE3,3550,45.51,4527
474,19/01/2023,V,REXT3,1033,41.37,4685
475,31/01/2023,C,BBXC4,2962,59.29,4686
476,31/01/2023,V,REXT3,842,85.95,4645
477,27/01/2023,C,PEXR3,315,17.95,4680
478,26/01/2023,V,ABXV3,3247,11.41,4595
479,26/01/2023,V,PEXR3,1536,24.22,4555
480,02/01/2023,V,BBXS3,1644,59.02,4548
481,30/01/2023,C,REXT3,1680,33.46,4517
482,20/01/2023,V,VAXE3,2989,99.82,4527
483,06/01/2023,V,ABXV3,2707,30.78,4626
484,09/01/2023,V,PEXR4,1479,38.56,4534
485,29/01/2023,V,ABXV3,2970,94.87,4580
486,05/01/2023,C,BBXC4,2522,36.94,4633
487,02/01/2023,C,MGXU3,2808,77.95,4676
488,11/01/2023,V,BBXC4,3927,58.61,4515
489,02/01/2023,C,GGXR4,1478,2.13,4657
490,12/01/2023,C,BBXC4,3480,53.87,4651
491,10/01/2023,V,PEXR3,2772,52.32,4687
492,13/01/2023,C,ABXV3,599,42.9,4691
493,01/01/2023,C,PEXR3,3641,85.83,4516
494,01/01/2023,V,BBXC4,2983,37.64,4689
495,09/01/2023,C,VAXE3,383,64.82,4502
496,12/01/2023,C,BBXC4,3848,60.57,4603
497,30/01/2023,C,ABXV3,2081,87.22,4654
498,21/01/2023,V,MGXU3,2474,51.33,4687
499,04/01/2023,V,VAXE3,3192,66.22,4599
500,04/01/2023,C,MGXU3,3611,33.67,4671
501,08/01/2023,C,ITXB4,3258,71.13,4544
502,19/01/2023,V,BBXC4,2402,34.48,4534
503,20/01/2023,C,VAXE3,2654,1.11,4511
504,04/01/2023,V,ITXB4,631,3.39,4570
505,25/01/2023,C,GGXR4,1555,93.11,4676
506,06/01/2023,C,BBXC4,1645,58.92,4525
507,24/01/2023,V,VAXE3,1285,94.89,4609
508,15/01/2023,C,BBXS3,2567,62.36,4664
509,13/01/2023,V,GGXR4,2855,47.02,4671
510,21/01/2023,V,REXT3,3646,50.22,4560
511,27/01/2023,V,REXT3,2331,54.96,4698
512,06/01/2023,V,ABXV3,2537,61.69,4545
513,22/01/2023,V,VAXE3,3024,11.35,4552
514,14/01/2023,C,MGXU3,1666,28.84,4683
515,18/01/2023,C,PEXR3,1113,8.43,4584
516,24/01/2023,C,PEXR3,1328,40.32,4606
517,14/01/2023,C,BBXC4,3370,3.46,4596
518,23/01/2023,V,MGXU3,690,81.88,4685
519,27/01/2023,C,VAXE3,1013,55.36,4543
520,14/01/2023,V,BBXC4,1299,85.41,4605
521,13/01/2023,C,VAXE3,665,25.56,4662
522,11/01/2023,C,ABXV3,1753,60.16,4540
523,28/01/2023,V,ABXV3,2524,88.09,4691
524,12/01/2023,V,REXT3,481,25.55,4508
525,10/01/2023,V,BBXS3,2814,74.43,4689
